nro_sicop,nro_acto,fecha_adj_firme,cedula_institucion,fecha_publicacion,fecha_inicio_recepcion,fecha_cierre_recepcion,fecha_apertura,nro_procedimiento,tipo_procedimiento,modalidad_procedimiento,descripcion,total_procedimiento,duracion
20200601207,549939,2020-07-23 17:00:46,4000004017,2020-06-19 16:48:00.000,2020-06-19 17:00:00.000,2020-07-10 10:00:00,2020-07-10 10:00:00.000,2020LA-000009-0004900001,LICITACIÓN ABREVIADA,Cantidad definida,ADQUISICION DE UNA SOLUCION DE SWITCHES PARA DATA CENTER DEFINIDO POR SOFTWARE PARA EL BANCO CENTRAL DE COSTA RICA (BCCR),286642200.0,13
20200701142,551894,2020-07-22 12:39:42,4000004017,2020-07-14 17:52:16.000,2020-07-14 18:00:00.000,2020-07-17 15:00:00,2020-07-17 15:00:00.000,2020CD-000172-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la actividad denominada: Curso-Taller Lineamientos de la Controlaría para la Investigación de hechos presuntamente irregulares.,408000.0,4
20200701653,552584,2020-07-23 15:17:49,4000004017,2020-07-22 09:05:21.000,2020-07-22 09:05:00.000,2020-07-22 15:00:00,2020-07-22 15:00:00.000,2020CD-000178-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la actividad denominada: De vuelta al trabajo: New Normal y precauciones que deben tomar los patronos.,1365525.0,1
20170301356,107991,2017-05-16 13:31:07,4000004017,2017-03-28 11:36:02.000,2017-03-28 16:00:00.000,2017-04-28 10:00:00,2017-04-28 10:00:00.000,2017LA-000003-0004900001,LICITACIÓN ABREVIADA,Cantidad definida,"ADQUISICIÓN DE DISPOSITIVO CRIPTOGRAFICO (HSM), LICENCIAS Y SERVICIO DE MANTENIMIENTO PARA EL BCCR",42298392.42,18
20170900826,189793,2017-10-06 08:53:31,4000004017,2017-09-21 13:32:44.000,2017-09-21 14:00:00.000,2017-09-28 15:00:00,2017-09-28 15:00:00.000,2017CD-000308-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Contratación de artista plástico para elaboración del retrato de Francisco Lay Solano para la Superintendencia General de Entidades Financieras (SUGEF).,960000.0,7
20170801579,181211,2017-09-11 10:27:18,4000004017,2017-08-30 09:42:20.000,2017-08-30 17:00:00.000,2017-09-05 10:00:00,2017-09-05 10:00:00.000,2017CD-000272-0004900001,CONTRATACIÓN DIRECTA,Servicios,INSCRIPCIÓN DE RITA HERNÁNDEZ NAVARRO AL CURSO LIDERAZGO APRECIATIVO Y PARTICIPATIVO,409500.0,6
20171000563,193653,2017-10-18 12:19:21,4000004017,2017-10-10 14:52:27.000,2017-10-10 15:00:00.000,2017-10-13 15:00:00,2017-10-13 15:00:00.000,2017CD-000330-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la capacitación denominada: Jurisprudencia en Contratación Administrativa 2017.,330000.0,4
20171000634,191706,2017-10-11 14:49:30,4000004017,2017-10-10 14:16:06.000,2017-10-10 14:15:00.000,2017-10-11 10:00:00,2017-10-11 10:00:00.000,2017CD-000329-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Contratación del hotel para realizar la actividad Decisión InicialOferente Unico segun el oficio DAD-GFH-358-2017,9400000.0,0
20171000504,195360,2017-10-30 10:50:36,4000004017,2017-10-11 14:38:47.000,2017-10-11 17:00:00.000,2017-10-18 10:00:00,2017-10-18 10:00:00.000,2017CD-000333-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,CONTRATACION SERVICIO DE ACCESO A BASE DE DATOS LEGAL,2818080.0,12
20191002121,496978,2019-10-25 10:02:32,4000004017,2019-10-17 12:03:26.000,2019-10-17 17:00:00.000,2019-10-21 10:00:00,2019-10-21 10:00:00.000,2019CD-000315-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción de Yorleny Avendaño Vega, Jorge Enrique Muñoz García yJenory Díaz Molina, en el Taller: Régimen recursivo en la Ley General dela Administr",351900.0,4
20191103144,510345,2019-12-04 09:53:23,4000004017,2019-11-25 15:32:35.000,2019-11-25 16:30:00.000,2019-11-27 10:00:00,2019-11-27 10:00:00.000,2019CD-000382-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Compra de 10.300 tarjetas inteligentes,69834000.0,6
20170300819,102045,2017-04-07 14:54:40,4000004017,2017-03-16 15:49:06.000,2017-03-16 16:00:00.000,2017-03-23 10:00:00,2017-03-23 10:00:00.000,2017CD-000082-0004900001,CONTRATACIÓN DIRECTA,Servicios,VER DAD-DSI-0071-2017,6000000.0,15
20170300913,100640,2017-03-29 18:07:15,4000004017,2017-03-16 15:15:29.000,2017-03-16 16:00:00.000,2017-03-24 10:00:00,2017-03-24 10:00:00.000,2017CD-000081-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción en la I Conferencia Latinoamericana de Big Data,bigDataLatam",460000.0,5
20170301331,107776,2017-05-10 09:41:37,4000004017,2017-04-03 11:25:13.000,2017-04-03 11:30:00.000,2017-04-07 15:00:00,2017-04-07 15:00:00.000,2017CD-000100-0004900001,CONTRATACIÓN DIRECTA,Servicios,Contratación para contar con asesoramiento que permita planificar y ejecutar una estrategia de focus group para la SUGEVAL,9999999.99,32
20170500148,109031,2017-05-08 10:00:55,4000004017,2017-05-03 15:29:17.000,2017-05-03 17:00:00.000,2017-05-05 10:00:00,2017-05-05 10:00:00.000,2017CD-000127-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Se requiere inscribir 2 funcionarios en Programa de capacitación, deacuerdo con decisión inicial DAD-DGFH-014-2017.",2320000.0,3
20170200808,96221,2017-02-24 16:51:23,4000004017,2017-02-22 10:57:03.000,2017-02-22 15:00:00.000,2017-02-24 09:00:00,2017-02-24 09:00:00.000,2017CD-000053-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción a 7 funcionarios de Sugese del Area de Comunicación y-Servicios al Principios de atención al cliente en la función pública.Fecha:  27 de f,980000.0,0
20170300868,99120,2017-03-17 15:34:57,4000004017,2017-03-16 11:35:56.000,2017-03-16 17:00:00.000,2017-03-17 10:00:00,2017-03-17 10:00:00.000,2017CD-000079-0004900001,CONTRATACIÓN DIRECTA,Servicios,"INSCRIPCIÓN DE JOHNNY ALEXANDER CARMONA SOLANO EN SEMINARIO DE CUSTODIAY LIQUIDACIÓN INTERNACIONAL DE VALORES, LOS DÍAS 23 Y 24 DE MARZO, ENHORARIO DE",856750.0,0
20170500150,109011,2017-05-08 09:40:42,4000004017,2017-05-03 15:26:25.000,2017-05-03 17:00:00.000,2017-05-05 10:00:00,2017-05-05 10:00:00.000,2017CD-000126-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción 3 funcionarios en seminario, de acuerdo con la DecisiónInicial DAD-DGFH-014-2017.",733125.0,2
20190701004,471180,2019-07-12 13:49:34,4000004017,2019-07-10 12:01:58.000,2019-07-10 12:02:00.000,2019-07-11 13:00:00,2019-07-11 13:00:00.000,2019CD-000210-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Contratacion de CR Hoy,25000000.0,1
20190600333,464199,2019-06-17 12:10:08,4000004017,2019-06-05 15:37:21.000,2019-06-05 17:00:00.000,2019-06-10 10:00:00,2019-06-10 10:00:00.000,2019CD-000167-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción de Nelly María Vargas Hernández, Norman Orozco Coto yPorfirio Rojas Fajardo, en el Curso: Teletrabajo para jefes,  del 17 dejunio al 15 de",140400.0,7
20190601070,465403,2019-06-19 14:03:14,4000004017,2019-06-13 09:53:13.000,2019-06-13 10:00:00.000,2019-06-17 15:00:00,2019-06-17 15:00:00.000,2019CD-000181-0004900001,CONTRATACIÓN DIRECTA,Servicios,Mantenimiento y reparación de los vehículos Toyota Corolla placas 52-161 y 52-163 de la Superintendencia General de Entidades Financieras (SUGEF) F,424500.0,1
20190601915,466342,2019-06-21 16:39:23,4000004017,2019-06-21 10:51:09.000,2019-06-21 11:00:00.000,2019-06-21 14:00:00,2019-06-21 14:00:00.000,2019CD-000193-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripcion de los funcionarios Liley Portilla Navarro y Rubén DavidCampos Aguilar, al curso Especialista en Legitimación de capitales,impartido por I",1260000.0,0
20190502425,462904,2019-06-07 14:58:27,4000004017,2019-05-29 11:18:22.000,2019-05-29 11:20:00.000,2019-06-05 15:00:00,2019-06-05 15:00:00.000,2019CD-000159-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,SE REQUIERE LA CONTRATACION DE UN SISTEMA DE CALIBRACION DE EQUIPOSEl proceso de Custodia General tiene bajo su cargo la custodia delnumerario y otros,500000.0,1
20171001594,195666,2017-10-25 09:26:11,4000004017,2017-10-23 09:16:33.000,2017-10-23 09:30:00.000,2017-10-23 12:30:00,2017-10-23 12:30:00.000,2017CD-000348-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la capacitación denominada: Jurisprudencia en Contratación Administrativa 2017.,310000.0,1
20171101962,220412,2017-11-24 14:42:15,4000004017,2017-11-23 16:19:59.000,2017-11-23 16:30:00.000,2017-11-24 14:00:00,2017-11-24 14:00:00.000,2017CD-000392-0004900001,CONTRATACIÓN DIRECTA,Servicios,INSCRIPCIÓN DE UN FUNCIONARIO AL CURSO LA GESTIÓN DE RIESGO DE CUMPLIMIENTO.,350000.0,0
20170900399,183292,2017-09-20 15:10:17,4000004017,2017-09-08 11:35:28.000,2017-09-08 17:00:00.000,2017-09-14 10:00:00,2017-09-14 10:00:00.000,2017CD-000282-0004900001,CONTRATACIÓN DIRECTA,Servicios,Documentos relacionados con la contratación del curso de capacitación,747000.0,6
20171200557,244455,2017-12-19 09:15:15,4000004017,2017-12-14 11:11:54.000,2017-12-14 11:15:00.000,2017-12-18 10:00:00,2017-12-18 10:00:00.000,2017CD-000415-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Compra de 2 obras de arte  para la Colección de Artes Visuales del BCCR.Las obras de arte a adquirir son:1.,480000.0,0
20180401237,310233,2018-04-20 15:47:34,4000004017,2018-04-19 15:53:05.000,2018-04-19 16:00:00.000,2018-04-20 10:00:00,2018-04-20 10:00:00.000,2018CD-000137-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción en el V Congreso Internacional de Fondos de Inversión, Fideicomisos y Titularización: Los patrimonios autónomos y las alianzas público-privadas.",1190000.0,0
20180100465,259372,2018-02-02 15:16:01,4000004017,2018-01-29 17:31:00.000,2018-01-29 17:40:00.000,2018-02-01 12:00:00,2018-02-01 12:00:00.000,2018CD-000030-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en el programa denominado: Especialización en Administración de Portafolios Financieros Individuales.,565250.0,1
20180401097,308571,2018-04-19 16:20:05,4000004017,2018-04-18 11:41:21.000,2018-04-18 11:45:00.000,2018-04-19 11:45:00,2018-04-19 11:45:00.000,2018CD-000133-0004900001,CONTRATACIÓN DIRECTA,Servicios,Suscripción anual en el Periódico la República.,125000.0,0
20200200961,522391,2020-03-18 16:41:01,4000004017,2020-02-18 09:51:44.000,2020-02-18 10:00:00.000,2020-02-25 10:00:00,2020-02-25 10:00:00.000,2020CD-000067-0004900001,CONTRATACIÓN DIRECTA,Servicios,Adq. Software IDERA  (Monitoreo y Diagnóstico SQL Server) y un paquete  de seis(6)nuevas licenc,25782960.0,22
20191101272,506986,2019-11-19 08:31:05,4000004017,2019-11-12 11:42:34.000,2019-11-12 11:45:00.000,2019-11-15 10:00:00,2019-11-15 10:00:00.000,2019CD-000358-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"De conformidad con el Articulo 139 Inciso C) del Reglamento a la Ley deContratación Administrativa, se requiere la contratación de salas decine que pr",3300000.0,3
20191103347,514911,2019-12-19 09:05:22,4000004017,2019-11-27 11:27:55.000,2019-11-27 11:30:00.000,2019-11-29 14:00:00,2019-11-29 14:00:00.000,2019CD-000383-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Contratación de servicio de traducción inglés – español / español –inglés, de documentos técnicos en el área de finanzas. Especificacionestécnicas adj",6000000.0,19
20191003340,498942,2019-10-30 15:12:16,4000004017,2019-10-25 13:16:09.000,2019-10-25 14:00:00.000,2019-10-28 15:00:00,2019-10-28 15:00:00.000,2019CD-000336-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripcion a Nuria Cubias Caceres, al Taller de Desarrollo de Destrezasde Comunicacion oral Como hablar en Publico?Fecha y Lugar del Evento:•5,12,19,",178500.0,2
20180701966,391131,2018-08-01 12:51:09,4000004017,2018-07-27 15:04:40.000,2018-07-27 15:15:00.000,2018-07-31 10:00:00,2018-07-31 10:00:00.000,2018CD-000259-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de 11 funcionarios de la División Servicios Tecnológicos enla,7305375.0,1
20180800647,405431,2018-09-24 14:09:50,4000004017,2018-08-10 09:51:00.000,2018-08-10 16:00:00.000,2018-08-27 10:00:00,2018-08-27 10:00:00.000,2018LA-000015-0004900001,LICITACIÓN ABREVIADA,Cantidad definida,"Adquisición de una herramienta para el monitoreo y la protección activade bases de datos, costo estimado US$154,000.00.SUTITUYE SOLPED 96001151",89250000.0,28
20180900160,405674,2018-09-20 09:05:52,4000004017,2018-09-05 15:45:43.000,2018-09-05 15:45:00.000,2018-09-12 15:00:00,2018-09-12 15:00:00.000,2018CD-000318-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Contratación de servicios de traducción técnica de documentos,actividades de OCDE, para un estimado de 70 mil palabras.",4000000.0,7
20180901135,408005,2018-09-26 13:04:59,4000004017,2018-09-18 09:53:19.000,2018-09-18 11:00:00.000,2018-09-24 15:00:00,2018-09-24 15:00:00.000,2018CD-000336-0004900001,CONTRATACIÓN DIRECTA,Servicios,RENOVACION DE LA LICENCIA IDEA PARA LA SUPERINTENDENCIA DE PENSIONES (SUPEN),1200000.0,1
20180800531,398075,2018-08-29 13:51:23,4000004017,2018-08-09 14:32:37.000,2018-08-09 14:33:00.000,2018-08-17 15:00:00,2018-08-17 15:00:00.000,2018CD-000274-0004900001,CONTRATACIÓN DIRECTA,Servicios,CONTRATACIÓN DE ESTUDIO CUALITATIVO Y CUANTITATIVO PARA MEDIR EL IMPACTO DE LA CAMPAÑA DE TELEVISIÓN POR CABLE QUE EJECUTARÁ LA SUPERINTENDENCIA GENERAL DE SEGUROS (SUGESE),8000000.0,11
20180700902,385594,2018-07-19 14:38:13,4000004017,2018-07-13 10:23:21.000,2018-07-13 11:00:00.000,2018-07-17 15:00:00,2018-07-17 15:00:00.000,2018CD-000237-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de 2 funcionarios de la División Administrativa en el cursoen línea denominado,4730250.0,1
20180601853,384034,2018-07-17 11:50:29,4000004017,2018-06-29 15:04:00.000,2018-06-29 15:30:00.000,2018-07-12 10:00:00,2018-07-12 10:00:00.000,2018CD-000219-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de 2 funcionarias de la División Sistemas de Pago en elcurso,640000.0,5
20180700139,384778,2018-07-17 10:02:56,4000004017,2018-07-03 15:02:48.000,2018-07-03 17:00:00.000,2018-07-10 10:00:00,2018-07-10 10:00:00.000,2018CD-000223-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Publicación conjunta SUPEN, SUGEVAL SUGEF Y SUGESE.",190156.5,7
20180901242,409333,2018-10-03 14:22:50,4000004017,2018-09-18 09:54:23.000,2018-09-18 11:00:00.000,2018-09-25 15:00:00,2018-09-25 15:00:00.000,2018CD-000337-0004900001,CONTRATACIÓN DIRECTA,Servicios,SERVICIO DE ALQUILER DE DOS REPETIDORAS QUE PERMITA AMPLIAR LA COBERTURA DE LOS EQUIPOS DE COMUNICACIÓN DEL BANCO CENTRAL DE COSTA RICA (BCCR),980000.0,7
20191001006,493637,2019-10-15 09:08:58,4000004017,2019-10-09 09:38:37.000,2019-10-09 09:40:00.000,2019-10-10 15:00:00,2019-10-10 15:00:00.000,2019CD-000307-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción de Ana Ligia Estrada Aguilar, Ana Yancy Guadamuz Sánchez,Grace Guevara Solano y Sergio Víquez Vargas, en el Taller sobre manejo de conflict",696000.0,4
20190803068,483210,2019-09-05 15:46:24,4000004017,2019-09-02 11:38:08.000,2019-09-02 17:00:00.000,2019-09-04 10:00:00,2019-09-04 10:00:00.000,2019CD-000262-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de un colaborador en el Auditor Interno Sistemas de Gestiónde la Calidad -INTE/ISO 9001:2015 e INTE/ISO 19011:2018,235000.0,1
20210500300,618566,2021-05-28 08:13:16,4000004017,2021-05-17 09:10:26.000,2021-05-17 09:15:00.000,2021-05-24 10:00:00,2021-05-24 10:00:00.000,2021CD-000109-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Mantenimiento preventivo y correctivo del sistema de elevación ytraslado de cargas,904000.0,3
20210501713,618113,2021-05-27 22:44:24,4000004017,2021-05-18 16:17:36.000,2021-05-18 16:20:00.000,2021-05-20 16:00:00,2021-05-20 16:00:00.000,2021CD-000114-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la actividad denominada: Argumentación oral.,16000.0,7
20210500819,618190,2021-06-02 08:47:07,4000004017,2021-05-12 13:42:15.000,2021-05-12 13:45:00.000,2021-05-19 15:00:00,2021-05-19 15:00:00.000,2021CD-000106-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Compra de baterías  para los equipos de radio de comunicación digital de seguridad interna del BCCR, pues por la dinámica operativa estosequipos deben",1527973.2,13
20210500814,617228,2021-05-28 08:09:42,4000004017,2021-05-11 13:18:50.000,2021-05-11 13:30:00.000,2021-05-18 15:00:00,2021-05-18 15:00:00.000,2021CD-000104-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Contratación de los servicios de mantenimiento preventivo y correctivo con frecuencia trimestral, para el equipo de revisión rayos X,necesarios para ma",530000.0,9
20180401241,318976,2018-05-11 09:53:12,4000004017,2018-04-20 09:40:05.000,2018-04-20 10:00:00.000,2018-04-27 10:00:00,2018-04-27 10:00:00.000,2018CD-000138-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICIÓN DE UN MICROONDAS PARA USO EN EL COMEDOR DEL PISO 8 DE LASUPERINTENDENCIA DE SEGUROS.,150000.0,13
20180100089,252711,2018-01-18 14:37:19,4000004017,2018-01-16 09:28:50.000,2018-01-16 10:00:00.000,2018-01-17 15:00:00,2018-01-17 15:00:00.000,2018CD-000004-0004900001,CONTRATACIÓN DIRECTA,Servicios,INSCRIPCIÓN DE DANISELLA VALLEJOS NARANJO Y MARICEL VALVERDE ARIAS EN ELSEMINARIO CERTIFICACIÓN AUDITOR INTERNO DE CALIDAD BASADO EN LA NORMAISO 9001:,340000.0,0
20180201152,281339,2018-03-16 11:02:26,4000004017,2018-02-23 12:43:46.000,2018-02-23 14:00:00.000,2018-03-02 14:00:00,2018-03-02 14:00:00.000,2018CD-000064-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,MESAS DE TRABAJO PARA LA CUSTODIA GENERAL,1400000.0,13
20180300175,279795,2018-03-06 14:16:14,4000004017,2018-03-02 15:18:29.000,2018-03-02 15:20:00.000,2018-03-05 14:00:00,2018-03-05 14:00:00.000,2018CD-000074-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,"Contratación de la empresa AIVEMA, Asociación de importadores devehículos y Maquinaria, que tiene a cargo la organización de la Expomóvil 2018, a real",3395903.0,1
20180201351,280591,2018-03-07 14:43:42,4000004017,2018-02-28 10:31:45.000,2018-02-28 17:00:00.000,2018-03-06 10:00:00,2018-03-06 10:00:00.000,2018CD-000067-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de 2 funcionarias de la División Administrativa en el curso,350000.0,1
20180201007,276671,2018-03-12 10:13:17,4000004017,2018-02-21 16:36:37.000,2018-02-21 16:45:00.000,2018-02-28 10:00:00,2018-02-28 10:00:00.000,2018CD-000059-0004900001,CONTRATACIÓN DIRECTA,Servicios,Renovación de suscripción anual de Creative Cloud for teams Número deplan VIP 9B6E0CA0ED93C0DC727A,513300.0,12
20180600531,358975,2018-06-20 10:15:31,4000004017,2018-06-11 09:21:22.000,2018-06-11 09:30:00.000,2018-06-13 15:00:00,2018-06-13 15:00:00.000,2018CD-000199-0004900001,CONTRATACIÓN DIRECTA,Servicios,MANTENIMIENTO Y REPARACIÓN DE VEHICULO TOYOTA COROLLA ALTEZZA PLACA 52-143 PARA LA SUPERINTENDENCIA DE PENSIONES (SUPEN),111114.58,6
20180700378,382551,2018-07-10 15:35:56,4000004017,2018-07-05 11:47:00.000,2018-07-05 13:00:00.000,2018-07-09 15:00:00,2018-07-09 15:00:00.000,2018CD-000226-0004900001,CONTRATACIÓN DIRECTA,Servicios,"CONASSIF Cantidad de funcionarios: 21. José Raúl Sánchez Sánchez, céd. 02-0611-0501, Gestor de Auditoría,asociado al Colegio2. Carlos Mauricio Gómez Aguilar, c",185000.0,1
20200201256,524296,2020-03-19 14:25:46,4000004017,2020-02-19 13:22:05.000,2020-02-19 13:25:00.000,2020-02-26 15:00:00,2020-02-26 15:00:00.000,2020CD-000070-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICIÓN DE ARTÍCULOS VARIOS,1750000.0,21
20200500602,537259,2020-05-15 16:02:00,4000004017,2020-05-12 15:32:45.000,2020-05-12 15:40:00.000,2020-05-13 16:30:00,2020-05-13 16:30:00.000,2020CD-000123-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción en la actividad denominada: Curso en línea: Auditor interno en sistemas de gestión de la calidad según las normas INTE/ISO 9001:2015 e INTE/ISO 19011:2018.,298350.0,1
20200601031,547997,2020-07-08 09:37:50,4000004017,2020-06-16 09:39:58.000,2020-06-16 09:40:00.000,2020-06-23 15:00:00,2020-06-23 15:00:00.000,2020CD-000147-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Adquisición de mobiliario para las oficinas del Banco Central de CostaRica.,27078999.98,14
20200700141,548441,2020-07-08 15:28:47,4000004017,2020-07-01 16:56:23.000,2020-07-01 17:00:00.000,2020-07-03 12:00:00,2020-07-03 12:00:00.000,2020CD-000157-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de la actividad denominado: Taller de Disciplined Agile Lean Scrum Máster (DALSM).,2967544.65,5
20200700145,548436,2020-07-08 15:43:28,4000004017,2020-07-02 09:04:46.000,2020-07-02 09:10:00.000,2020-07-03 17:00:00,2020-07-03 17:00:00.000,2020CD-000159-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de la actividad denominado: Programación de Python.,969000.0,4
20190700983,472914,2019-07-22 14:52:18,4000004017,2019-07-11 09:10:32.000,2019-07-11 09:15:00.000,2019-07-18 15:00:00,2019-07-18 15:00:00.000,2019CD-000214-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,ADQUISICION MAQUINA SELLADORA CUSTODIA GENERALEl proceso de Custodia General tiene bajo su cargo la custodia delnumerario y otros valores emitidos por,50000.0,3
20190701753,474959,2019-08-09 09:55:25,4000004017,2019-07-19 09:15:09.000,2019-07-19 10:00:00.000,2019-07-29 15:00:00,2019-07-29 15:00:00.000,2019CD-000219-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Contratación de una empresa especialista en el campo de la certificación de la Norma ISO-9001 para la Superintendencia General de Seguros (SUGESE),2983500.0,10
20190702529,476696,2019-08-14 13:59:12,4000004017,2019-07-29 15:42:51.000,2019-07-29 15:45:00.000,2019-08-06 15:00:00,2019-08-06 15:00:00.000,2019CD-000232-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Adquisicion de lupas de comparacion para control de calidad.,400000.0,7
20190900274,485932,2019-09-18 15:12:32,4000004017,2019-09-03 15:51:46.000,2019-09-03 17:00:00.000,2019-09-10 10:00:00,2019-09-10 10:00:00.000,2019CD-000266-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción de Yendry Montenegro Vargas en los seis (6) módulos de 30horas cada uno, del Programa técnico en riesgos (PTR), los días viernesen horario",1407600.0,8
20191000070,490896,2019-10-07 12:13:09,4000004017,2019-10-01 12:52:39.000,2019-10-01 13:00:00.000,2019-10-02 15:00:00,2019-10-02 15:00:00.000,2019CD-000299-0004900001,CONTRATACIÓN DIRECTA,Servicios,"Inscripción de Yorleny Avendaño Vega en el Taller práctico: Redacción desentencia en Sede Administrativa, los días 9, 11, 14 y 17 de octubre del2019,p",198900.0,4
20191001156,495327,2019-10-21 11:38:27,4000004017,2019-10-10 13:29:53.000,2019-10-10 13:30:00.000,2019-10-15 15:00:00,2019-10-15 15:00:00.000,2019CD-000310-0004900001,CONTRATACIÓN DIRECTA,Servicios,INSCRIPCIÓN DE SEIS FUNCIONARIOS DEL BCCR  EN EL SEMINARIO 13º CONGRESO CENTROAMERICANO Y DEL CARIBE  DE ADMINISTRACIÓN DE PROYECTOS APCON 2019,774000.0,5
20191003589,500591,2019-11-04 16:09:18,4000004017,2019-10-28 15:50:34.000,2019-10-28 17:00:00.000,2019-10-31 10:00:00,2019-10-31 10:00:00.000,2019CD-000343-0004900001,CONTRATACIÓN DIRECTA,Servicios,Inscripción de 3 funcionarios de la División Administrativa en el curso,550800.0,4
20191002450,500700,2019-11-05 15:10:35,4000004017,2019-10-22 13:56:41.000,2019-10-22 14:00:00.000,2019-10-29 15:00:00,2019-10-29 15:00:00.000,2019CD-000323-0004900001,CONTRATACIÓN DIRECTA,Cantidad definida,Licencia de actualización para un solo usuario a Minitab 19 StatisticalSoftware para Windows.,1011350.0,7
20191200105,514015,2019-12-13 15:00:51,4000004017,2019-12-04 12:36:17.000,2019-12-04 13:00:00.000,2019-12-05 15:00:00,2019-12-05 15:00:00.000,2019CD-000394-0004900001,CONTRATACIÓN DIRECTA,Servicios,Renovación del Software  Software IDEA que utilizan las áreas deSupervisión de la SUGEVAL,2644200.0,8
20191200363,513650,2019-12-09 12:48:58,4000004017,2019-12-05 10:10:29.000,2019-12-05 10:15:00.000,2019-12-06 15:00:00,2019-12-06 15:00:00.000,2019CD-000396-0004900001,CONTRATACIÓN DIRECTA,Servicios,TALLER EQUIPOS EFECTIVOS,531037.5,2
20191200366,513651,2019-12-09 12:50:45,4000004017,2019-12-05 10:11:46.000,2019-12-05 10:15:00.000,2019-12-06 15:00:00,2019-12-06 15:00:00.000,2019CD-000397-0004900001,CONTRATACIÓN DIRECTA,Servicios,"SE REQUIERE INSCRIBIR 4 FUNCIONARIOS DE DSP EN SEMINARIO INCOTERMS 2020,AMPARADO A LA DECISION INICIAL DI-0032-2019.",436968.0,2
20191002559,497839,2019-10-25 16:11:05,4000004017,2019-10-22 10:33:06.000,2019-10-22 10:40:00.000,2019-10-23 15:00:00,2019-10-23 15:00:00.000,2019CD-000321-0004900001,CONTRATACIÓN DIRECTA,Servicios,"CONTRATACION DESARMAR Y DESCONECTAR 10 UPS DE LA MARCA LIEBERT,EMPLAZADAS EN LAS ANTIGUAS INSTALACIONES DE LAS SUPERINTENDENCIAS PARA EL BCCR",1077974.1,2
20191001001,494279,2019-10-15 09:10:13,4000004017,2019-10-09 09:42:09.000,2019-10-09 09:45:00.000,2019-10-11 15:00:00,2019-10-11 15:00:00.000,2019CD-000308-0004900001,CONTRATACIÓN DIRECTA,Servicios,CONTRATACION PARA LA PARTICIPACION DE TRES FUNCIONARIOS EN EL SEMINARIO UN ENFOQUE CON ORIENTACIÓN TOTAL AL CLIENTE PARA EL BCCR,642600.0,3
